TABELA,FILIAL,DESC FILIAL,DT EMISSAO,GRUPO DE PRODUTO,COD PRODUTO,DESC PRODUTO,QTDE,VLR UNIT.,R$ TOTAL,NATUREZA,NATUREZA DESCR.,DESC NATUREZA,TES,CFOP,C.C,DESC C.C,CLASSE_VALOR,DESC CLASSE VALOR,DOC,FORNECEDOR,DESC FORNECEDOR
SD3 - BAIXA ALMOXARIFADO,100106,STP LOG - FILIAL BARRO ALTO 2,2025-09-08 00:00:00,PECAS,040200783,MANGUEIRA MERCEDES A943997218,1,268.693333,268.693333,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,"","",104002,MANUTENCAO OFF ROAD BARRO ALTO,107007,CB-07,191024UDW,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-04-04 00:00:00,OLEO DIESEL,010800001,DIESEL S 10 ADITIVADO,47,5.708850957446808,268.315995,2040004,COMBUSTIVEIS E LUBRIFICANTES,2-DESPESA,"","",302002,MANUTENCAO,102037,VL-23 TORO RCA-2C95,TROCA0LMP,"",LYANDRA.GOMES
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-04-17 00:00:00,PECAS,020603685,JUNTA LIQUIDA DO CARTER,1,268.21,268.21,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,003 - INSUMO INTERMEDIARIO - C/ICMS,1101  - COMPRA PARA INDUSTRIALIZACAO OU PRODUÇÃO RURAL,302002,MANUTENCAO,101154,GE-08,000075037,01475599,DCCO SOLUCOES EM ENERGIA E EQUIPAMENTOS LTDA
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-07-23 00:00:00,GASOLINA,010400001,GASOLINA C-COMUM,44.04,6.08991825613079,268.2,2040004,COMBUSTIVEIS E LUBRIFICANTES,2-DESPESA,012 - COMP COMBUST/LUBRIF,1653  - COMPRA DE COMBUST./LUBRIF. PARA CONSUM./USUARIO FINAL.,302002,MANUTENCAO,102031,VL-20 STRADA RBX-3A61,000024728,29137764,POSTOS WK GOIANESIA LTDA
SD3 - BAIXA ALMOXARIFADO,100106,STP LOG - FILIAL BARRO ALTO 2,2025-04-25 00:00:00,PECAS,040201671,SEPARADOR DO GRAMP A9473510026,1,268.17702,268.17702,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,"","",104002,MANUTENCAO OFF ROAD BARRO ALTO,107008,CB-08,191024TMV,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-06-27 00:00:00,PECAS,020600039,COLA VIPAL VULK 900ML,2,133.919687,267.839374,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101001,BM-01,TROCA0MTR,"",LUIZ.SANTOS
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-03-18 00:00:00,PECAS,020600039,COLA VIPAL VULK 900ML,2,133.919687,267.839374,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101091,TE-03,TROCA0LAL,"",LUIZ.SANTOS
SD1 - ENTRADAS,100106,STP LOG - FILIAL BARRO ALTO 2,2025-08-13 00:00:00,PECAS,040202008,PINO DE BORRACHA CAT 9G-5664,8,33.47375,267.79,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,212 - USO CONS. C/ ICMS + SEM DIFAL - CUSTOS,1556  - COMPRA DE MATERIAL PARA USO OU CONSUMO,104002,MANUTENCAO OFF ROAD BARRO ALTO,107057,TE-05,000785312,34151100,SOTREQ S/A
SD3 - BAIXA ALMOXARIFADO,100106,STP LOG - FILIAL BARRO ALTO 2,2025-07-16 00:00:00,CAMARAS,030200002,CAMARA DE AR 1200 R24 PEGASUS,1,267.185476,267.185476,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,"","",104002,MANUTENCAO OFF ROAD BARRO ALTO,107008,CB-08,191024U58,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,100106,STP LOG - FILIAL BARRO ALTO 2,2025-07-26 00:00:00,CAMARAS,030200002,CAMARA DE AR 1200 R24 PEGASUS,1,267.185476,267.185476,2040005,CONSERVACAO DE SEMI REBOQUES,2-DESPESA,"","",104002,MANUTENCAO OFF ROAD BARRO ALTO,107015,CB-17,191024U7Y,"",BRAIANN.ARAGAO
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-09-01 00:00:00,PECAS,020605661,ROLAMENTO ENCOSTO 74318,2,133.59,267.18,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,086 - INSUMO INTERMEDIARIO - C/ICMS RBC,1101  - COMPRA PARA INDUSTRIALIZACAO OU PRODUÇÃO RURAL,302002,MANUTENCAO,101168,BM-04,000040099,05061057,VEDAPRESS VEDACOES PECAS E SERVICOS EIRELI
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-02-13 00:00:00,GASOLINA,010400001,GASOLINA C-COMUM,43.82,6.089913281606573,266.86,2040004,COMBUSTIVEIS E LUBRIFICANTES,2-DESPESA,012 - COMP COMBUST/LUBRIF,1653  - COMPRA DE COMBUST./LUBRIF. PARA CONSUM./USUARIO FINAL.,302002,MANUTENCAO,102036,VL-22 STRADA RCH-6F52,000020996,29137764,POSTOS WK GOIANESIA LTDA
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-03-05 00:00:00,PECAS,020603268,CAPA PRENSADA 1 2 TRAMAS S/D,4,66.5,266,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,247 - INSUMO INTERMERDIARIO SIMPLES NAC. S/ICMS S/EST,1101  - COMPRA PARA INDUSTRIALIZACAO OU PRODUÇÃO RURAL,302002,MANUTENCAO,101002,BM-02,000010220,10218536,LUCAS COMPONENTES HIDRAULICOS EIRELI
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-04-03 00:00:00,PECAS,020610032,ANEL CAT 3685710,2,133,266,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,003 - INSUMO INTERMEDIARIO - C/ICMS,1101  - COMPRA PARA INDUSTRIALIZACAO OU PRODUÇÃO RURAL,302002,MANUTENCAO,101137,PC-09 - TGM,000762231,34151100,SOTREQ S/A
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-07-16 00:00:00,PECAS,020607875,FLC. 45º SUPERCAT 47.6MM X ALT,1,266,266,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,247 - INSUMO INTERMERDIARIO SIMPLES NAC. S/ICMS S/EST,1101  - COMPRA PARA INDUSTRIALIZACAO OU PRODUÇÃO RURAL,302002,MANUTENCAO,101134,PC-04 - TGM,000010571,10218536,LUCAS COMPONENTES HIDRAULICOS EIRELI
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-04-30 00:00:00,OLEO DE MOTOR,010700017,OLEO 15W40 API CI4,15.12,17.568900000000003,265.641768,"",,4-INDEFINIDO,"","",302002,MANUTENCAO,101182,TE-08-TGM,TROCA0M3J,"",GABRIEL.ANDRADE
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-08-07 00:00:00,PECAS,030400586,SAPATA FREIO C/LONA COLADA,1,265,265,2040006,CONS. DE VEICULOS LEVES-C/ RET,2-DESPESA,015 - USO CONSUMO S/ ICMS,1556  - COMPRA DE MATERIAL PARA USO OU CONSUMO,302002,MANUTENCAO,102025,VL-16 HILUX RBU-7E85,000003955,35358246,REVISA CENTRO AUTOMOTIVO LTDA
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-10-31 00:00:00,OLEO DIESEL,010800001,DIESEL S 10 ADITIVADO,47,5.636888191489361,264.933745,2040004,COMBUSTIVEIS E LUBRIFICANTES,2-DESPESA,"","",302002,MANUTENCAO,102054,VL-111,TROCA0OOG,"",STHEFANNE.CIQUEIRA
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-01-23 00:00:00,OLEO DIESEL,010800001,DIESEL S 10 ADITIVADO,46,5.751132760869565,264.552107,2040004,COMBUSTIVEIS E LUBRIFICANTES,2-DESPESA,"","",302002,MANUTENCAO,102037,VL-23 TORO RCA-2C95,TROCA0KO5,"",LYANDRA.GOMES
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-08-06 00:00:00,OLEO DIESEL,010800001,DIESEL S 10 ADITIVADO,47,5.62516170212766,264.3826,2040004,COMBUSTIVEIS E LUBRIFICANTES,2-DESPESA,"","",302002,MANUTENCAO,102010,VL-13 JEEP PRH-1090,TROCA0NHZ,"",STHEFANNE.CIQUEIRA
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-06-09 00:00:00,GASOLINA,010400001,GASOLINA C-COMUM,41,6.44,264.04,2040004,COMBUSTIVEIS E LUBRIFICANTES,2-DESPESA,012 - COMP COMBUST/LUBRIF,1653  - COMPRA DE COMBUST./LUBRIF. PARA CONSUM./USUARIO FINAL.,302002,MANUTENCAO,102013,VEICULOS DE TERCEIROS,000023744,29137764,POSTOS WK GOIANESIA LTDA
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-05-28 00:00:00,MATERIAL DE DESGASTE,020400750,ROLAMENTO INDUSTRIAL,2,132,264,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,247 - INSUMO INTERMERDIARIO SIMPLES NAC. S/ICMS S/EST,1101  - COMPRA PARA INDUSTRIALIZACAO OU PRODUÇÃO RURAL,302002,MANUTENCAO,101002,BM-02,000027843,04338312,ARAUJO E NOGUEIRA MAGALHAES LTDA
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-04-16 00:00:00,GASOLINA,010400001,GASOLINA C-COMUM,40.917,6.449886355304641,263.91,2040004,COMBUSTIVEIS E LUBRIFICANTES,2-DESPESA,012 - COMP COMBUST/LUBRIF,1653  - COMPRA DE COMBUST./LUBRIF. PARA CONSUM./USUARIO FINAL.,302002,MANUTENCAO,102013,VEICULOS DE TERCEIROS,000005790,16921776,PETROLEO BARRO ALTO LTDA
SD3 - BAIXA ALMOXARIFADO,100106,STP LOG - FILIAL BARRO ALTO 2,2025-10-02 00:00:00,PECAS,040201848,PORCA MERCEDES N913023014003,20,13.19335,263.867,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,"","",104002,MANUTENCAO OFF ROAD BARRO ALTO,107014,CB-16,191024UI3,"",VANESSA.ALVES
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-01-13 00:00:00,GASOLINA,010400002,GASOLINA ADITIVADA,40.59,6.4900221729490015,263.43,2040004,COMBUSTIVEIS E LUBRIFICANTES,2-DESPESA,012 - COMP COMBUST/LUBRIF,1653  - COMPRA DE COMBUST./LUBRIF. PARA CONSUM./USUARIO FINAL.,302002,MANUTENCAO,102035,VL-19 STRADA RCH-3E52,000020343,29137764,POSTOS WK GOIANESIA LTDA
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-08-14 00:00:00,OUTROS - TRIBUTOS,980300003,LICENCIAMENTO ANUAL,1,263.39,263.39,2040012,IPVA,2-DESPESA,116 - OUTRAS - FINANCEIRO (FORN),1949  - OUTRA ENTR. DE MERCADORIA OU PREST.  SERVICO NAO ESPEC.,302002,MANUTENCAO,102031,VL-20 STRADA RBX-3A61,271869140,02872448,DEPARTAMENTO ESTADUAL DE TRANSITO
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-08-14 00:00:00,OUTROS - TRIBUTOS,980300003,LICENCIAMENTO ANUAL,1,263.39,263.39,2040012,IPVA,2-DESPESA,116 - OUTRAS - FINANCEIRO (FORN),1949  - OUTRA ENTR. DE MERCADORIA OU PREST.  SERVICO NAO ESPEC.,302002,MANUTENCAO,102035,VL-19 STRADA RCH-3E52,271868407,02872448,DEPARTAMENTO ESTADUAL DE TRANSITO
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-09-25 00:00:00,OUTROS - TRIBUTOS,980300003,LICENCIAMENTO ANUAL,1,263.39,263.39,2040012,IPVA,2-DESPESA,116 - OUTRAS - FINANCEIRO (FORN),1949  - OUTRA ENTR. DE MERCADORIA OU PREST.  SERVICO NAO ESPEC.,302002,MANUTENCAO,102037,VL-23 TORO RCA-2C95,288833246,02872448,DEPARTAMENTO ESTADUAL DE TRANSITO
SD3 - BAIXA ALMOXARIFADO,100106,STP LOG - FILIAL BARRO ALTO 2,2025-10-21 00:00:00,PECAS,040200224,PARAFUSO 14 X50 MB 8.8,10,26.313,263.13,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,"","",104002,MANUTENCAO OFF ROAD BARRO ALTO,107008,CB-08,191024UKN,"",VANESSA.ALVES
SD3 - BAIXA ALMOXARIFADO,100106,STP LOG - FILIAL BARRO ALTO 2,2025-10-21 00:00:00,PECAS,040200224,PARAFUSO 14 X50 MB 8.8,10,26.313,263.13,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,"","",104002,MANUTENCAO OFF ROAD BARRO ALTO,107022,CB-24,191024UKN,"",VANESSA.ALVES
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-03-11 00:00:00,MATERIAL ELETRICO,030600058,BUZINA FIAMM HK9L 24V,1,262.932941,262.932941,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101091,TE-03,TROCA0L6Y,"",LUIZ.SANTOS
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-04-05 00:00:00,MATERIAL ELETRICO,030600058,BUZINA FIAMM HK9L 24V,1,262.932941,262.932941,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101113,EH-09,TROCA0LJK,"",LUIZ.SANTOS
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-04-05 00:00:00,MATERIAL ELETRICO,030600058,BUZINA FIAMM HK9L 24V,1,262.932941,262.932941,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101133,EH-15 - TGM,TROCA0LJK,"",LUIZ.SANTOS
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-08-09 00:00:00,MATERIAL ELETRICO,030600058,BUZINA FIAMM HK9L 24V,1,262.932941,262.932941,2050001,MANUTENCAO DE EQUIPAMENTOS,2-DESPESA,"","",302002,MANUTENCAO,101133,EH-15 - TGM,TROCA0NIN,"",KAIQUE.ALVES
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-11-17 00:00:00,PECAS,020604180,ROLAMENTO UC-213,1,262.91,262.91,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101001,BM-01,TROCA0OWK,"",BRAIANN.ARAGAO
SD1 - ENTRADAS,100106,STP LOG - FILIAL BARRO ALTO 2,2025-08-13 00:00:00,PECAS,040202005,RETENTOR CAT 7J-2036,8,32.85375,262.83,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,212 - USO CONS. C/ ICMS + SEM DIFAL - CUSTOS,1556  - COMPRA DE MATERIAL PARA USO OU CONSUMO,104002,MANUTENCAO OFF ROAD BARRO ALTO,107057,TE-05,000785312,34151100,SOTREQ S/A
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-05-08 00:00:00,GASOLINA,010400001,GASOLINA C-COMUM,41.78,6.290090952608904,262.8,2040004,COMBUSTIVEIS E LUBRIFICANTES,2-DESPESA,012 - COMP COMBUST/LUBRIF,1653  - COMPRA DE COMBUST./LUBRIF. PARA CONSUM./USUARIO FINAL.,302002,MANUTENCAO,102013,VEICULOS DE TERCEIROS,000022944,29137764,POSTOS WK GOIANESIA LTDA
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-03-07 00:00:00,PECAS,020606154,VEDACAO TAMPA CABECOTE,3,87.58,262.74,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101142,CB-15 TGM,TROCA0L58,"",LUIZ.SANTOS
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-03-24 00:00:00,PECAS,020602978,MANGUEIRA 1/4,2.1,125,262.5,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,247 - INSUMO INTERMERDIARIO SIMPLES NAC. S/ICMS S/EST,1101  - COMPRA PARA INDUSTRIALIZACAO OU PRODUÇÃO RURAL,302002,MANUTENCAO,101002,BM-02,000010260,10218536,LUCAS COMPONENTES HIDRAULICOS EIRELI
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-05-17 00:00:00,OLEO DIESEL,010800010,OLEO DIESEL B S500-COMUM,42,6.248819166666666,262.450405,"",,4-INDEFINIDO,"","",302002,MANUTENCAO,102024,VL-17 HILUX RBU-7E95,TROCA0M7Z,"",STHEFANNE.CIQUEIRA
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-07-07 00:00:00,OLEO DIESEL,010800001,DIESEL S 10 ADITIVADO,47.5,5.522689136842105,262.327734,2040004,COMBUSTIVEIS E LUBRIFICANTES,2-DESPESA,"","",302002,MANUTENCAO,101166,CC-02,TROCA0MZO,"",STHEFANNE.CIQUEIRA
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-10-08 00:00:00,INSUMOS,072600061,COLA VIPAL VIPAFIX 1KG,2,131.137725,262.27545,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101001,BM-01,TROCA0O6L,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-10-29 00:00:00,OLEO DIESEL,010800001,DIESEL S 10 ADITIVADO,46.5,5.636888193548387,262.115301,2040004,COMBUSTIVEIS E LUBRIFICANTES,2-DESPESA,"","",302002,MANUTENCAO,101125,GE-05,TROCA0OQH,"",STHEFANNE.CIQUEIRA
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-06-02 00:00:00,FILTROS,020800169,FILTRO CAT 3608960,1,262.059467,262.059467,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101134,PC-04 - TGM,TROCA0MFE,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020202,MSE - FILIAL BARRO ALTO,2025-10-29 00:00:00,OLEO DIESEL,010800001,DIESEL S 10 ADITIVADO,46.5,5.632209333333334,261.897734,2040004,COMBUSTIVEIS E LUBRIFICANTES,2-DESPESA,"","",302002,MANUTENCAO,101126,GE-06,TROCAIHYC,"",STHEFANNE.CIQUEIRA
SD1 - ENTRADAS,100106,STP LOG - FILIAL BARRO ALTO 2,2025-04-16 00:00:00,PECAS,040201925,ESPACADOR CAT 1785573.000,3,87.29666666666667,261.89,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,212 - USO CONS. C/ ICMS + SEM DIFAL - CUSTOS,1556  - COMPRA DE MATERIAL PARA USO OU CONSUMO,104002,MANUTENCAO OFF ROAD BARRO ALTO,107034,EH-07,000009772,40610268,BASE - DISTRIBUIDORA DE PECAS LTDA
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-01-25 00:00:00,GASOLINA,010400001,GASOLINA C-COMUM,43,6.09,261.87,2040004,COMBUSTIVEIS E LUBRIFICANTES,2-DESPESA,012 - COMP COMBUST/LUBRIF,1653  - COMPRA DE COMBUST./LUBRIF. PARA CONSUM./USUARIO FINAL.,302002,MANUTENCAO,102035,VL-19 STRADA RCH-3E52,000020566,29137764,POSTOS WK GOIANESIA LTDA
SD3 - BAIXA ALMOXARIFADO,020202,MSE - FILIAL BARRO ALTO,2025-07-07 00:00:00,OLEO DIESEL,010800001,DIESEL S 10 ADITIVADO,47.5,5.507627957894736,261.612328,2040004,COMBUSTIVEIS E LUBRIFICANTES,2-DESPESA,"","",302002,MANUTENCAO,101166,CC-02,TROCAIFNF,"",STHEFANNE.CIQUEIRA
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-08-25 00:00:00,OLEO DE MOTOR,010700094,OLEO 15W40 MOBIL AGRANEL,15,17.43128953333333,261.469343,2040004,COMBUSTIVEIS E LUBRIFICANTES,2-DESPESA,"","",302002,MANUTENCAO,101078,PC-01,TROCA0NR6,"",STHEFANNE.CIQUEIRA
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-08-19 00:00:00,OLEO DE MOTOR,010700094,OLEO 15W40 MOBIL AGRANEL,15,17.43128953333333,261.469343,2040004,COMBUSTIVEIS E LUBRIFICANTES,2-DESPESA,"","",302002,MANUTENCAO,101131,EH-13 - TGM,TROCA0NR4,"",STHEFANNE.CIQUEIRA
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-07-28 00:00:00,GASOLINA,010400001,GASOLINA C-COMUM,42.88,6.090018656716417,261.14,2040004,COMBUSTIVEIS E LUBRIFICANTES,2-DESPESA,012 - COMP COMBUST/LUBRIF,1653  - COMPRA DE COMBUST./LUBRIF. PARA CONSUM./USUARIO FINAL.,302002,MANUTENCAO,102052,VL-28,000024805,29137764,POSTOS WK GOIANESIA LTDA
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-02-07 00:00:00,PECAS,020601057,BRONZ MANCAL,1,261.01,261.01,2040006,CONS. DE VEICULOS LEVES-C/ RET,2-DESPESA,015 - USO CONSUMO S/ ICMS,1556  - COMPRA DE MATERIAL PARA USO OU CONSUMO,302002,MANUTENCAO,102004,VL-14 GOL PRG-1090,000003727,35358246,REVISA CENTRO AUTOMOTIVO LTDA
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-03-03 00:00:00,OLEO DIESEL,010800001,DIESEL S 10 ADITIVADO,44,5.929022681818182,260.876998,2040004,COMBUSTIVEIS E LUBRIFICANTES,2-DESPESA,"","",302002,MANUTENCAO,102037,VL-23 TORO RCA-2C95,TROCA0L8X,"",ALVARO.ISAQUE
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-02-07 00:00:00,SERVICOS PESSOA JURIDICA,120200011,SERVICOS DE MANUTENCAO EM VEIC,3,86.66666666666667,260,2040006,CONS. DE VEICULOS LEVES-C/ RET,2-DESPESA,034 - SERVICOS TOMADOS,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,102025,VL-16 HILUX RBU-7E85,000001953,35358246,REVISA CENTRO AUTOMOTIVO LTDA
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-04-07 00:00:00,SERVICOS PESSOA JURIDICA,120200011,SERVICOS DE MANUTENCAO EM VEIC,3,86.66666666666667,260,2040006,CONS. DE VEICULOS LEVES-C/ RET,2-DESPESA,034 - SERVICOS TOMADOS,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,102039,VL-25 GOL RBY-4H26,000002028,35358246,REVISA CENTRO AUTOMOTIVO LTDA
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-08-11 00:00:00,MATERIAL DE DESGASTE,020400879,CORREIA 8PK-2380,1,260,260,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,247 - INSUMO INTERMERDIARIO SIMPLES NAC. S/ICMS S/EST,1101  - COMPRA PARA INDUSTRIALIZACAO OU PRODUÇÃO RURAL,302002,MANUTENCAO,101155,TE-06,000028348,04338312,ARAUJO E NOGUEIRA MAGALHAES LTDA
SD1 - ENTRADAS,100106,STP LOG - FILIAL BARRO ALTO 2,2025-08-12 00:00:00,HIDRAULICO,041100159,FLR.SUPECAT -54.2MM XEXP. 14.3,1,259.54,259.54,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,217 - USO CONS. S/ ICMS E IPI - CUSTO,1556  - COMPRA DE MATERIAL PARA USO OU CONSUMO,104002,MANUTENCAO OFF ROAD BARRO ALTO,107042,EH-15,000010635,10218536,LUCAS COMPONENTES HIDRAULICOS EIRELI
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-07-31 00:00:00,OLEO DIESEL,010800010,OLEO DIESEL B S500-COMUM,50,5.1883736,259.41868,"",,4-INDEFINIDO,"","",302002,MANUTENCAO,102001,VL-09 AMAROK ONO-2536,TROCA0NF5,"",STHEFANNE.CIQUEIRA
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-01-29 00:00:00,PECAS,020607505,9 MOLA TRASEIRA MB AXOR 4144,1,259,259,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101106,CB-09,TROCA0KMX,"",ALVARO.ISAQUE
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-11-03 00:00:00,OLEO DIESEL,010800001,DIESEL S 10 ADITIVADO,46,5.622338999999999,258.627594,2040004,COMBUSTIVEIS E LUBRIFICANTES,2-DESPESA,"","",302002,MANUTENCAO,102054,VL-111,TROCA0OSP,"",STHEFANNE.CIQUEIRA
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-04-14 00:00:00,GASOLINA,010400001,GASOLINA C-COMUM,42.46,6.089967027790862,258.58,2040004,COMBUSTIVEIS E LUBRIFICANTES,2-DESPESA,012 - COMP COMBUST/LUBRIF,1653  - COMPRA DE COMBUST./LUBRIF. PARA CONSUM./USUARIO FINAL.,302002,MANUTENCAO,102052,VL-28,000022419,29137764,POSTOS WK GOIANESIA LTDA
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-11-06 00:00:00,MATERIAL ELETRICO,020901337,CONTATOR DE POTEN CWB18 1NA+1N,1,258.576666,258.576666,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101191,CA-07 ORE SORTER,TROCA0ORS,"",VANESSA.ALVES
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-07-01 00:00:00,PECAS,020609936,"P. SEXT. RP M20-2,5X90MA",29,8.907586206896552,258.32,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,165 - INSUMO INTRMEDIARIO RBC S/EST,1101  - COMPRA PARA INDUSTRIALIZACAO OU PRODUÇÃO RURAL,302002,MANUTENCAO,101001,BM-01,000037264,04902868,MIRANDA FERRAGENS LTDA
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-04-01 00:00:00,TINTAS,072200154,ESMALTE SINTETICO CINZA MEDIO,2,129,258,2050005,MANUTENCAO PINTURA/ ACABAMENTO,2-DESPESA,018 - USO CONS C/ ICMS ST,1407  - COMPRA MERCADORIA P/ CONSUMO COM SUBST. TRIBUTARIA,302002,MANUTENCAO,101086,PV-01,000002906,31575862,M. A. SILVA - TINTAS
